VariableName,Description,SurveyQuestion,Href
teensex,sex before marriage:teens 14-16,"There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage, do you think it is always wrong, almost always wrong, wrong only sometimes, or not wrong at all? A. What if they are in their early teens, say 14 to 16 years old? In that case, do you think sex relations before marriage are always wrong, almost always wrong, wrong only sometimes, or not wrong at all?",/variables/632/vshow
tempgen1,greenhouse effect danger to envir,"H. In general, do you think that a rise in the world’s temperature caused by climate change is . . .",/variables/4810/vshow
thnkself,to think for ones self,"If you had to choose, which thing on this list would you pick as the most important for a child to learn to prepare him or her for life? [INTERVIEWER: READ CHOICES] A. Which comes next in importance? B. Which comes third? C. Which comes fourth? 3. To think for himself or herself",/variables/515/vshow
tiredhm1,how often too tired to do housework,How often has each of the following happened to you during the past three months? A. You have come home from work too tired to do the chores which need to be done.,/variables/4475/vshow
tiredwk1,how often too tired from housework to do job well,How often has each of the following happened to you during the past three months? C. You have arrived at work too tired to function well because of the household work you had done.,/variables/4477/vshow
tlkclrgy,x should talk to religious leader,"Should NAME do any of the following: B. Talk to a minister, priest, rabbi or other religious leader",/variables/2012/vshow
tlkfam,x should talk to family and friends,Should NAME do any of the following: A. Talk things over with family and friends,/variables/2011/vshow
toodifme,too diff to do anything about envir,How much do you agree or disagree with each of these statements? A. It is just too difficult for someone like me to do much about the environment.,/variables/4739/vshow
toofast,science makes our way of life change too fast,"I’m going to read to you some statements like those you might find in a newspaper or magazine article. For each statement, please tell me if you strongly agree, agree, disagree, or strongly disagree. B. Science makes our way of life change too fast.",/variables/3318/vshow
topprob1,most important issue for america,A1. Which of these issues is the most important for America today?,/variables/4798/vshow
topprob2,next important issue,A2. Which is the next most important?,/variables/4799/vshow
trynewjb,how likely r make effort for new job next year,"Taking everything into consideration, how likely is it you will make a genuine effort to find a new job with another employer within the next year?",/variables/2820/vshow
tvhours,hours per day watching tv,"On the average day, about how many hours do you personally watch television?",/variables/691/vshow
unemp,ever unemployed in last ten yrs,"At any time during the last ten years, have you been unemployed and looking for work for as long as a month?",/variables/581/vshow
unrelat,number in household not related,"Is everyone in the household related to you in some way? A. IF NO: How many persons in the household are not related to you in any way? As of 2024, UNRELAT has been recoded to only account for 0 to 2+ people. This has been retroactively applied to all previous years of UNRELAT. The original UNRELAT containing data from 1972 to 2022 has been renamed UNRELAT_7222.",/variables/102/vshow
upsdowns,how likely x is experiencing normal ups-and-downs of life,"In your opinion, how likely is it that NAME is experiencing (READ A-E) -- very likely, somewhat likely, not very likely, or not at all likely? (IN PART E, READ ONLY THE PHRASE FOLLOWING THE LETTER OF THE VIGNETTE) A. Part of the normal ups and downs of life",/variables/1994/vshow
usedup,how often during past month r felt used up,How often during the past month have you felt used up at the end of the day?,/variables/2830/vshow
usewww,r use www other than email,"Other than for e-mail, do you ever use the Internet or World Wide Web? [INTERVIEWER: TREAT THESE AS THE SAME]",/variables/2383/vshow
uswary,expect u.s. in world war in 10 years,Do you expect the United States to fight in another world war within the next ten years?,/variables/5485/vshow
vetyears,years in armed forces,Have you ever been on active duty for military training or service for two consecutive months or more? IF YES: What was your total time on active duty?,/variables/5285/vshow
vigfrnd,how willing r would make friends with x,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? C. To make friends with NAME?",/variables/2005/vshow
viggrp,how willing r would have a group home for x,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? E. To have a group home for people like NAME opened in your neighborhood?",/variables/2007/vshow
viglabel,how likely x is experiencing vignettes,"In your opinion, how likely is it that NAME is experiencing (READ A-E) -- very likely, somewhat likely, not very likely, or not at all likely? (IN PART E, READ ONLY THE PHRASE FOLLOWING THE LETTER OF THE VIGNETTE) E. REFER TO VIGNETTE ID, CHECK BELOW AND READ ONLY 1 PHRASE OF THE FOLLOWING: Vignette A: alcohol dependence Vignette B: a major depression Vignette C: schizophrenia Vignette D: a drug problem Vignette E: GO TO DECTREAT",/variables/1998/vshow
vigmar,how willing r would have x marry in r's family,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? F. To have NAME marry into your family?",/variables/2008/vshow
vignei,how willing r would have x as a neighbor,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? A. To move next door to NAME?",/variables/2003/vshow
vigsoc,how willing r would spend time socializing with x,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? B. To spend an evening socializing with NAME?",/variables/2004/vshow
vigversn,vignette version number,Next I'm going to describe a person -- lets call him/her (REFER TO NAME IN VIGNETTE). After I read a description of him/her I'll ask you some questions about how you think and feel about him/her. There are no right or wrong answers. I'm only interested in what you think of NAME.,/variables/1986/vshow
vigwork,how willing r would work closely with x on a job,"How willing would you be (READ A-F) -- definitely willing, probably willing, probably unwilling, or definitely unwilling? D. To have NAME start working closely with you on a job?",/variables/2006/vshow
viruses,sci knowledge: antibiotics kill viruses as well as bacteria,"Now, I would like to ask you a few short questions like those you might see on a television game show. for each statement that I read, please tell me if it is true or false. If you don’t know or aren’t sure, just tell me so, and we will skip to the next question. Remember true, false, or don’t know. F. Antibiotics kill viruses as well as bacteria. (Is that true or false?)",/variables/3339/vshow
waypaid,how paid in main job,"In your main job, are you salaried, paid by the hour, or what?",/variables/2762/vshow
wayraise,how likely x s situation caused by the way raised,"In your opinion, how likely is it that NAME's situation might be caused by (READ a-f) -- very likely, somewhat likely, not very likely, or not at all likely? C. The way (s/he) was raised",/variables/1990/vshow
wealth,total wealth of respondent,Please estimate your total wealth.,/variables/3560/vshow
webdocexp,INFORMATION ONLINE HELPED ME UNDERSTAND A DOCTOR,"(To what extent do you agree or disagree with the following statements? During the past 12 months, information on the internet...) ...helped me understand what a doctor tried to explain to me.",/variables/7814/vshow
webmob,r uses home internet through mobile device,"B. Do you have access to the Internet or World Wide Web in your home through a Internet-enabled mobile device like a smart phone, PDA, or BlackBerry?",/variables/2380/vshow
websympt,INTERNET IS USEFUL TO DECIDE IF SYMPTOMS ARE SERIOUS,To what extent do you agree or disagree with the following statements? The internet is useful to help people decide if their symptoms are serious enough to go to the doctor.,/variables/7815/vshow
weekswrk,weeks r worked last year,Now I'd like to ask you about last year. In [the previous year] how many weeks did you work either full-time or part-time not counting work around the house--include paid vacations and sick leave?,/variables/528/vshow
weight,r weighs how much,About how much do you weigh without shoes? Reported in pounds.,/variables/2846/vshow
where1,where is 1st person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the first person staying?",/variables/5337/vshow
where10,where is 1oth person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the tenth person staying?",/variables/5391/vshow
where11,where is 11th person (visitor) staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the eleventh person staying?",/variables/5397/vshow
where12,where is 12th person (visitor) staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the twelfth person staying?",/variables/5403/vshow
where13,where is 13th person (visitor) staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the thirteenth person staying?",/variables/5409/vshow
where14,where is 14th person (visitor) staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the fourteenth person staying?",/variables/5415/vshow
where2,where is 2nd person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the second person staying?",/variables/5343/vshow
where3,where is 3rd person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the third person staying?",/variables/5349/vshow
where4,where is 4th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the fourth person staying?",/variables/5355/vshow
where5,where is 5th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the fifth person staying?",/variables/5361/vshow
where6,where is 6th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is sixth person staying?",/variables/5367/vshow
where7,where is 7th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the seventh person staying?",/variables/5373/vshow
where8,where is 8th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the eighth person staying?",/variables/5379/vshow
where9,where is 9th person staying?,"Please tell me the names of the people who usually live in this household. Let's start with the head of the household. [LIST ON LINES 01-10 BELOW.] Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily--on business trips, vacations, at school, temporarily in a hospital, and so on? [LIST ADDITIONAL PERSONS ON LINES 01-10 BELOW.] Are there any people currently staying here--visitors, friends or relatives--do not usually live here? [LIST VISITORS ON LINES 11-14 BELOW.] A. What is that [PERSON'S] relationship to the HEAD OF HOUSEHOLD? B. Code sex. [ASK IF NOT OBVIOUS]. C. How old was [HEAD/PERSON] on (his/her) last birthday? D. IF 13 YRS OR OLDER ASK: Is [PERSON] now married, widowed, divorced, separated, or has (he/she) never been married? E. Are any of the people we have listed staying somewhere else right now? If yes, who is staying somewhere else right now? F. Where is [PERSON] staying right now? Is [PERSON] staying at another household; Is (he/she) traveling; Is (he/she) in some institution or dormitory--like at college or in a hospital or something; or what? 6. Where is the ninth person staying?",/variables/5385/vshow
whoelse1,presence of others: children under six,What other persons were present during the interview? Circle all that apply. A. Children under 6,/variables/5550/vshow
whoelse2,presence of others: older children,What other persons were present during the interview? Circle all that apply. B. Older Children,/variables/5551/vshow
whoelse3,presence of others: spouse partner,What other persons were present during the interview? Circle all that apply. C. Spouse Partner,/variables/5552/vshow
whoelse4,presence of others: other relatives,What other persons were present during the interview? Circle all that apply. D. Other Relatives,/variables/5553/vshow
whoelse5,presence of others: other adults,What other persons were present during the interview? Circle all that apply. E. Other Adults,/variables/5554/vshow
whoelse6,presence of others: no one,What other persons were present during the interview? Circle all that apply. F. No One,/variables/5555/vshow
whywkhme,usual reason r work at home,"Is it usually because you want to, you have to in order to keep up with your job, or for some other reason?",/variables/2768/vshow
widowed,ever been widowed,"Are you currently--married, widowed, divorced, separated, or have you never been married? C. IF CURRENTLY MARRIED, SEPARATED, OR DIVORCED: Have you ever been widowed?",/variables/22/vshow
wkageism,r feels discriminated because of age,Do you feel in any way discriminated against on your job because of your age?,/variables/2821/vshow
wkharoth,r threatened on the job last 12 months,"In the last 12 months, were you threatened or harassed in any other way by anyone while you were on the job?",/variables/2825/vshow
wkharsex,r sexually harassed on the job last 12 months,"In the last 12 months, were you sexually harassed by anyone while you were on the job?",/variables/2824/vshow
wkracism,r feels discriminated because of race,Do you feel in any way discriminated against on your job because of your race or ethnic origin?,/variables/2822/vshow
wksexism,r feels discriminated because of gender,Do you feel in any way discriminated against on your job because of your gender?,/variables/2823/vshow
wksub,does r or spouse have supervisor,Do you (does your [SPOUSE]) have a supervisor on (your/his/her) job to whom you are (he/she/is) directly responsible?,/variables/577/vshow
wksubs,does supervisor have supervisor,Do you (does your [SPOUSE]) have a supervisor on (your/his/her) job to whom you are (he/she/is) directly responsible? A. IF YES: Does that person have a supervisor on the job to whom he is directly responsible?,/variables/578/vshow
wksup,does r or spouse supervise anyone,"In your (SPOUSE'S) job, (do you/does he/she) supervise anyone who is directly responsible to (you/him/her)?",/variables/579/vshow
wksups,does subordinate supervise anyone,"In your (SPOUSE''S) job, (do you/does he/she) supervise anyone who is directly responsible to (you/him/her)? A. IF YES: Do any of those persons supervise anyone else?",/variables/580/vshow
wkvsfam,how often job interferes fam life,How often do the demands of your job interfere with your family life?,/variables/2770/vshow
wlthhsps,rich - poor,"Now I have some questions about different groups in our society. I'm going to show you a seven-point scale on which the characteristics of people in a group can be rated. In the first statement a score of 1 means that you think almost all of the people in that group are ""rich."" A score of 7 means that you think almost everyone in the group are ""poor."" A score of 4 means you think that the group is not towards one end or another, and of course you may choose any number In between that comes closest to where you think people in the group stand. 5. Hispanic Americans?",/variables/1182/vshow
wlthwhts,rich - poor,"Now I have some questions about different groups in our society. I'm going to show you a seven-point scale on which the characteristics of people in a group can be rated. In the first statement a score of 1 means that you think almost all of the people in that group are ""rich."" A score of 7 means that you think almost everyone in the group are ""poor."" A score of 4 means you think that the group is not towards one end or another, and of course you may choose any number In between that comes closest to where you think people in the group stand. 1. Where would you rate whites in general on this scale?",/variables/1178/vshow
worda,word a,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. A. Word A",/variables/5295/vshow
wordb,word b,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. B. Word B",/variables/5296/vshow
wordc,word c,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. C. Word C",/variables/5297/vshow
wordd,word d,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. D. Word D",/variables/5298/vshow
worde,word e,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. E. Word E",/variables/5299/vshow
wordf,word f,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. F. Word F",/variables/5300/vshow
wordg,word g,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. G. Word G",/variables/5301/vshow
wordh,word h,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. H. Word H",/variables/5302/vshow
wordi,word i,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. I. Word I",/variables/5303/vshow
